	cre	collection_date	sequencing_type	total_reads	all_mapped_percent	mRNA_percent	genome_percent	ercc_percent	tdt_permillion	BICCN_class_label	BICCN_cluster_label	major_dissection	layer_dissectoin	color_code	short_name	BICCN_ontology_term_id	assay_ontology_term_id	disease_ontology_term_id	tissue_ontology_term_id	cell_type_ontology_term_id	self_reported_ethnicity_ontology_term_id	development_stage_ontology_term_id	sex_ontology_term_id	is_primary_data	organism_ontology_term_id	donor_id	suspension_type	tissue_type	cell_type	assay	disease	organism	sex	tissue	self_reported_ethnicity	development_stage	observation_joinid
R05081446	Rbp4	4/23/2014	hiseq	7029923	91.14	49.52	36.4	0.72	144.1	Excitatory	L5a2	V1	L5	8	R440_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	6P>Mo{)=Ei
R05081447	Rbp4	4/23/2014	hiseq	15541463	93.33	50.04	38.15	0.56	200.3	Excitatory	L5a2	V1	L5	8	R441_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	LqC1XzkduM
R05081448	Rbp4	4/23/2014	hiseq	15772709	89.69	52.85	31.78	0.46	280.2	Excitatory	L5b2	V1	L5	8	R442_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	oHn*z#_EZQ
R06111401	Rbp4	4/23/2014	hiseq_062514	9180766	87.66	50.28	33.31	0.4	275.6	Excitatory	L5a2	V1	L5	8	R606_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	Zk4jle+}7(
R06111402	Rbp4	4/23/2014	hiseq_062514	10431634	91.88	50.68	35.79	0.29	242.8	Excitatory	L5b2	V1	L5	8	R607_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	p@bqIQ!QHs
R06111403	Rbp4	4/23/2014	hiseq_062514	27405871	93.13	56.08	32.3	0.28	249.3	Excitatory	L5a2	V1	L5	8	R608_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	c}6kAqup-l
R06111404	Rbp4	4/23/2014	hiseq_062514	20269626	93.37	47.05	40.95	0.26	287.8	Excitatory	L5b1	V1	L5	8	R609_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	b7pHFJ|b6+
R06111405	Rbp4	4/23/2014	hiseq_062514	13780744	90.86	47.65	38.65	0.25	211.7	Excitatory	L5b	V1	L5	8	R610_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	q!K>8ExPK+
R06111406	Rbp4	4/23/2014	hiseq_062514	7041032	91.12	48.97	36.19	0.34	227.5	Excitatory	L5b1	V1	L5	8	R611_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	DV|va-%uAK
R06111407	Rbp4	4/23/2014	hiseq_062514	5643742	93.38	51.56	36.93	0.21	296.4	Excitatory	L5b1	V1	L5	8	R612_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	evLP2-FvO%
R06111408	Rbp4	4/23/2014	hiseq_062514	7485332	93.36	56.8	31.95	0.33	328.4	Excitatory	L5b	V1	L5	8	R613_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	oIXMe23ruJ
R06111409	Rbp4	4/23/2014	hiseq_062514	8346173	89.08	58.1	25.73	0.78	260.5	Excitatory	L5b1	V1	L5	8	R614_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	QnHtddTCZz
R06111410	Rbp4	4/23/2014	hiseq_062514	10287522	93.25	47.7	40.72	0.36	240.9	Excitatory	L4	V1	L5	8	R615_V5	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	|4q6kYG65-
R06111411	Rbp4	4/23/2014	hiseq_102314	14877734	93.63	53.11	35.9	0.25	200.1	Excitatory	L5a	V1	L5	8	R616_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	<G_~kt=a9&
R06111412	Rbp4	4/23/2014	hiseq_102314	6477106	93.03	51.11	37.32	0.32	272.8	Excitatory	L6a	V1	L5	8	R617_V5	ILX:0770158	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	e$l)X*f>&B
R06111413	Rbp4	4/23/2014	hiseq_102314	5946230	90.82	52.64	33.33	0.23	228.0	Excitatory	L5b	V1	L5	8	R618_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	PmA7wC{9<O
R06111414	Rbp4	4/23/2014	hiseq_102314	7157232	93.31	48.47	40.95	0.28	250.9	Excitatory	L5b	V1	L5	8	R619_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	YrAZRhJNJG
R06111415	Rbp4	4/23/2014	hiseq_102314	10127905	91.9	37.41	50.14	0.38	303.2	Excitatory	L6a	V1	L5	8	R620_V5	ILX:0770158	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	|JiB$f#}G>
R06111416	Rbp4	4/23/2014	hiseq_102314	7796522	94.15	53.82	35.09	0.21	205.0	Excitatory	L5b	V1	L5	8	R621_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	%`9fQTqa%5
R06111417	Rbp4	4/23/2014	hiseq_102314	7309858	90.99	48.91	37.96	0.43	227.9	Excitatory	L5a	V1	L5	8	R622_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	&2OVLNHG6G
R06111418	Rbp4	4/23/2014	hiseq_102314	5126994	92.56	57.61	29.59	0.82	328.7	Excitatory	L4	V1	L5	8	R623_V5	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	=Q@k2wRC*i
R06111419	Rbp4	4/23/2014	hiseq_102314	5225786	93.43	52.3	35.83	0.4	164.2	Excitatory	L5b	V1	L5	8	R624_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	E;{F&IdkTx
R06111420	Rbp4	4/23/2014	hiseq_020915	5548789	92.54	47.27	40.55	0.5	155.5	Excitatory	L4	V1	L5	8	R625_V5	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	hd;Kxcbx??
R06111421	Rbp4	4/23/2014	hiseq_102314	6559175	88.99	75.36	6.76	1.48	171.8	Excitatory	L6a	V1	L5	8	R626_V5	ILX:0770158	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	_VEoR(miUW
R06111422	Rbp4	4/23/2014	hiseq_102314	8954653	93.12	50.84	37.71	0.23	186.8	Excitatory	L5b	V1	L5	8	R627_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	H-a}xgQjt|
R06111423	Rbp4	4/23/2014	hiseq_102314	9992905	93.98	50.6	38.3	0.21	204.4	Excitatory	L5b	V1	L5	8	R628_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	BJRDFM1(m-
R06111424	Rbp4	4/23/2014	hiseq_102314	10371879	93.38	55.05	33.53	0.58	193.0	Excitatory	L5a	V1	L5	8	R629_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	HMCmWV9ele
R06111425	Rbp4	4/23/2014	hiseq_102314	5560263	92.81	51.8	35.21	0.65	153.6	Excitatory	L5b	V1	L5	8	R630_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	pLm?T5!U4z
R06111426	Rbp4	4/23/2014	hiseq_102314	8471082	93.72	47.83	41.11	0.41	179.6	Excitatory	L5a	V1	L5	8	R631_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	;0=>`BoT_f
R06111427	Rbp4	4/23/2014	hiseq_062514	9930291	90.35	47.53	37.1	0.42	214.9	Excitatory	L5b1	V1	L5	8	R632_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	(DKB{GWY7I
R06111428	Rbp4	4/23/2014	hiseq_062514	11908819	93.28	53.56	35.3	0.38	208.1	Excitatory	L5a2	V1	L5	8	R633_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	T~%Aku7``I
R06111429	Rbp4	4/23/2014	hiseq_062514	9659756	88.74	65.97	17.98	1.01	154.2	Excitatory	L5a2	V1	L5	8	R634_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	u^E)nw?SE!
R06111430	Rbp4	4/23/2014	hiseq_062514	9423446	91.84	47.71	39.13	0.52	217.4	Excitatory	L5a	V1	L5	8	R635_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	TP3&hOV_dL
R06111431	Rbp4	4/23/2014	hiseq_062514	8789292	89.61	63.21	21.16	0.97	600.6	Excitatory	L4	V1	L5	8	R636_V5	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	cT)k&XJ-m0
R06111432	Rbp4	4/23/2014	hiseq_062514	8629394	94.08	51.44	37.84	0.19	229.0	Excitatory	L5b2	V1	L5	8	R637_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	;Ai2`*}@0d
R06111433	Rbp4	4/23/2014	hiseq_062514	11933944	94.32	48.89	40.16	0.29	151.9	Excitatory	L5b1	V1	L5	8	R638_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	QMo9K+Nk_b
R06111434	Rbp4	4/23/2014	hiseq_062514	9400961	91.86	47.66	37.23	0.66	356.6	Excitatory	L4	V1	L5	8	R639_V5	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	M-yA|8=MG0
R06111435	Rbp4	4/23/2014	hiseq_062514	10310913	93.15	55.1	33.06	0.41	147.3	Excitatory	L5a1	V1	L5	8	R640_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	QJ4+=8fD8E
R06111436	Rbp4	4/23/2014	hiseq_062514	9333720	91.99	54.22	33.09	0.62	168.3	Excitatory	L5a2	V1	L5	8	R641_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	5!nf0)Yx<2
R06111437	Rbp4	4/23/2014	hiseq_062514	8253574	86.05	61.71	19.21	0.69	130.5	Excitatory	L5a2	V1	L5	8	R642_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	L%IE~oD0yJ
R06111438	Rbp4	4/23/2014	hiseq_062514	9517834	79.58	49.69	24.42	0.74	280.0	Excitatory	L5b	V1	L5	8	R643_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	=%h8AD^uXa
R06111439	Rbp4	4/23/2014	hiseq_062514	9884908	92.89	51.69	36.47	0.33	177.5	Excitatory	L5b	V1	L5	8	R644_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	pw`>vLm?Zf
R06111440	Rbp4	4/23/2014	hiseq_062514	9128903	90.39	63.56	21.23	0.7	295.2	Excitatory	L5a2	V1	L5	8	R645_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	t&@|zz(!~A
R07161401	Rbp4	4/23/2014	hiseq_102314	10691591	92.82	46.98	40.67	0.37	122.4	Excitatory	L5b	V1	L5	8	R829_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	WnZLlq&k6L
R07161402	Rbp4	4/23/2014	hiseq_102314	12303637	93.39	56.82	30.7	0.27	210.5	Excitatory	L5b	V1	L5	8	R830_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	a6VqlGLBrs
R07161403	Rbp4	4/23/2014	hiseq_102314	6897619	92.72	52.94	34.91	0.3	358.7	Excitatory	L5a	V1	L5	8	R831_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	${+Sb#mdUs
R07161404	Rbp4	4/23/2014	hiseq_102314	6633696	92.83	56.7	31.09	0.57	325.9	Excitatory	L5a	V1	L5	8	R832_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	DwXHT9)%ds
R07161405	Rbp4	4/23/2014	hiseq_102314	6581319	92.95	52.35	35.47	0.31	192.8	Excitatory	L5b	V1	L5	8	R833_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	OTHgDhv&sG
R07161406	Rbp4	4/23/2014	hiseq_102314	8007681	93.93	54.2	34.47	0.21	164.0	Excitatory	L5b	V1	L5	8	R834_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	oki5{aR^kS
R07161407	Rbp4	4/23/2014	hiseq_102314	7112107	93.61	47.23	41.61	0.5	155.5	Excitatory	L5a	V1	L5	8	R835_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	8+iYaCMYAB
R07161408	Rbp4	4/23/2014	hiseq_102314	7444902	93.54	47.43	41.12	0.33	187.9	Excitatory	L5a	V1	L5	8	R836_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	jFmdXEC{J6
R07161409	Rbp4	4/23/2014	hiseq_102314	8175003	93.17	51.05	36.61	0.3	180.4	Excitatory	L5b	V1	L5	8	R837_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	vKJ_Gj)m3}
R07161410	Rbp4	4/23/2014	hiseq_102314	5604467	92.87	46.92	40.86	0.39	174.9	Excitatory	L5b	V1	L5	8	R838_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	sR2D2RyNnN
R07161411	Rbp4	4/23/2014	hiseq_102314	5211492	93.09	57.65	30.15	0.21	180.0	Excitatory	L5b	V1	L5	8	R839_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	me^eg5QyX)
R07161412	Rbp4	4/23/2014	hiseq_102314	6613186	93.14	53.92	34.04	0.34	161.0	Excitatory	L5b	V1	L5	8	R840_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	Pjs?v>-_KK
R07161413	Rbp4	4/23/2014	hiseq_102314	5411423	91.79	48.99	38.67	0.7	117.3	Excitatory	L5a	V1	L5	8	R841_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	KryHC#HR0V
R07161414	Rbp4	4/23/2014	hiseq_102314	4863206	93.48	58.48	30.49	0.29	245.1	Excitatory	L4	V1	L5	8	R842_V5	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	5BH%|`xJA$
R07161415	Rbp4	4/23/2014	hiseq_102314	11315690	93.38	46.97	41.89	0.59	164.5	Excitatory	L5a	V1	L5	8	R843_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	h$6ewdc6TR
R07161416	Rbp4	4/23/2014	hiseq_102314	5912162	93.59	48.99	39.99	0.33	231.0	Excitatory	L5b	V1	L5	8	R844_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	140142	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	9&(nWgk0LI
R14042101	Rbp4	1/9/2014	hiseq	13689270	93.71	55.31	32.69	0.82	246.5	Excitatory	L5a2	V1	L5	8	R291_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	130880	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	nMpQ6GV&1Z
R14042102	Rbp4	1/9/2014	hiseq	9209963	93.84	57.4	29.31	1.71	86.8	Inhibitory	Sst_Nr2f2	V1	L5	8	R292_V5	ILX:0770152	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	130880	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	PNmRk?h8Ew
R14042103	Rbp4	1/9/2014	hiseq	12046748	93.51	57.44	29.8	1.2	308.8	Excitatory	L5b2	V1	L5	8	R293_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	130880	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	BYbK1`^?R6
R14042104	Rbp4	1/9/2014	hiseq	12312872	93.28	46.74	40.21	1.15	73.7	Excitatory	L5b2	V1	L5	8	R294_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	130880	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	mO2H#ITl0R
R14042105	Rbp4	1/9/2014	hiseq	8929403	90.14	57.49	26.67	1.03	181.0	Excitatory	L5a2	V1	L5	8	R295_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	130880	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	(ftk(;ihLk
